Song Title,Lyrics
Got Me Runnin’ Round,"Wake up
My baby still looks amazing with no makeup
And dammit I knew the second that you came up
From underneath the covers
Said ""I wanna meet your mother, your daddy, your sister and your brother""
One week, the time it took you to tell me that you love me
Packed all of my shit and moved across the country
And now we're buying diamonds
Saying it's only 20 karats, it can't be that hard to find it, baby
Your touch has made me a believer
Your love is all I ever needed
And she's the only one I'd follow for eternity
She's got me runnin' 'round and 'round
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
Out on sunset
I can't imagine that you ain't having fun yet
Baby maybe just wait cause I ain't drunk yet
As soon as I looked over
There's no way to sugarcoat it
You were busy motorboatin' on that blonde, girl
Keep up with what you doing
Ain't nothing wrong girl
Looks like we got another come along, girl
If you ain't afraid to try it
You know we'll be flying private as long as I can be the pilot, baby
Your touch has made me a believer
Your love is all I ever needed
And she's the only one I'd follow for eternity
She's got me runnin' 'round and 'round
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
Oh, Oh
Oh, Oh
Oh, Oh
Oh, Oh
Oh, Oh
Oh, Oh
She's got me runnin' 'round and 'round
(Runnin' and runnin' and runnin' and)
(Runnin' and runnin' and runnin' and)
(Runnin' and runnin' and runnin' and)
(Runnin' and runnin' and runnin' and)
(Runnin' and runnin' and runnin' and)
Flo Rida, girl you got me runnin' round
What a perfect misses
My misses still eat McDonald's, taste delicious
Primadonna, not this one, so I guess she'll get it
Work my kisses
Work my britches
Every nickel back pays a visit
To my baby girl, my baby, yeah
Run around town on a treadmill
I ain't going nowhere
No underwear, that's what she wears
Thought a Playmate wanna join the party
She responds to me like, ""Hugh Heff?""
Birthday cake, wanna grant my wishes
Every day I'm losing my breath
Can't replace that face, that waist
I'd chase this girl like Belvidere
Baby
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
She takes like the sunshine kissing me
Even sweeter than the honey on a bumblebee
And she said, ""Honey, if you want to you can come with me""
She's got me runnin' 'round and 'round
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
She's got me runnin' round and round
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
She's got me runnin' round and round"
Where Do I Hide,"Got a criminal record, I can't cross state lines
First on the bad list, and you're last on mine
Lookin' for a scapegoat, long past due
Walking down the aisle, staring straight at you
I still hear him screaming ""Where do I hide?""
And he asks and I say ""Hurry inside""
He said, she said, no she don't
Be back before morning, You know she won't
I remember that summer, like yesterday
And I remember his mother, as he was dragged away
I still hear him screaming ""Where do I hide?""
And he asks and I say ""Hurry inside""
A whole lot of memories, yours and not mine
And he asks and I say ""Hurry inside""
Got a criminal record, I can't cross state lines
First on the bad list, and you're last on mine
Lookin' for a scapegoat, long past due
Walking down the aisle, staring straight at you
I still hear him screaming ""Where do I hide?""
And he asks and I say ""Hurry inside""
A whole lot of memories, yours and not mine
And he asks and I say ""Hurry inside""
""Where do I hide?"""
Tidal Wave,"Loving you is just like surfing on a tidal wave
Driftin' through the night, inhibition slips away
Shifting with the tide, hiding from the light of day
Letting go, take control over me
Undertow, getting pulled underneath
(Loving you)
Loving you is just like surfing on a tidal wave
Lost in one another, hopin' never to be found (Loving you)
Loving you is just like surfing on a tidal wave
Rollin' 'round forever 'til we both come crashin' down (Loving you)
Loving you is just like surfing on a tidal wave
Coming up for air, I swear, we're just about to drown (Loving you)
Loving you is just like surfing on a tidal wave
Heavy on my mind, levee's breaking currently
Never thought that I'd find myself so lost at sеa
Letting go, take control over mе
Undertow, getting pulled underneath
(Loving you)
Loving you is just like surfing on a tidal wave
Lost in one another, hopin' never to be found (Loving you)
Loving you is just like surfing on a tidal wave
Rollin' 'round forever 'til we both come crashin' down (Loving you)
Loving you is just like surfing on a tidal wave
Coming up for air, I swear, we're just about to drown (Loving you)
Loving you is just like surfing on a tidal wave
Lost in one another, hopin' never to be found (Loving you)
Loving you is just like surfing on a tidal wave
Rollin' 'round forever 'til we both come crashin' down (Loving you)
Loving you is just like surfing on a tidal wave
Coming up for air, I swear, we're just about to drown (Loving you)
Loving you is just like surfing on a tidal wave"
Midnight Queen,"I'm in a bar full of bikers and a handful of junkies
It's a 50-50 chance that they're planning to jump me
Anybody drinking here is lucky just to leave here alive
Oh! Well, my favorite little waitress has a hold on my eye
But there's a shotgun loaded hidden under the bar
Her finger's on the trigger if anybody gets outta line
There's other places that are better to go
But I'm addicted to the red light show
Feel like a king and she's my ace in the hole
And I can't get enough of the things that she does
She's gonna be, my, midnight queen
(Lock 'n' load and I'm ready to go!)
She's gonna lick, my, pistol clean
(She's got a hold on me and ain't letting go)
And I can't get enough of the things that she does
Well, she walks like a model and she talks like a trucker
Doesn't want a lollipop, but she sure loves a sucker
They're closing in around her, I'm cutting to the front of the line
Oh! She's got a bottle of Tequila and a lime for her lips
Lay that body on the bar and put that salt on her hips
I was lying when I told her that I'm only gonna lick her tonight!
There's other places that are better to go
But I'm addicted to the red light show
Feel like a king and she's my ace in the hole
And I can't get enough of the things that she does
She's gonna be, my, midnight queen
(Lock 'n' load and I'm ready to go!)
She's gonna lick, my, pistol clean
(She's got a hold on me and ain't letting go)
She's gonna be, my, sex machine
(And I can never get her under control)
She's gonna climb all over me
(I'm like a pony in my own rodeo)
And I can't get enough of the things that she does
And I can't get enough of the things that she does
She's gonna be, my, midnight queen
(Lock 'n' load and I'm ready to go!)
She's gonna lick, my, pistol clean
(She's got a hold on me and ain't letting go)
She's gonna be, my, sex machine
(And I can never get her under control)
She's gonna climb all over me
(I'm like a pony in my own rodeo)
And I can't get enough of the things that she does"
Sister Sin,"Well, the lady and me both agree some days we just don't get along
But the whiskey and me both agree maybe we're both just better off
Well, the preacher believes I don't need all of these demons hanging on
But we both know if they don't, I'll get lonely, need a few to tag along
Hanging here by a thread
Hear your voice inside my head
I lay beside you every night
And dread the day you might be gone
She said, ""In case you hadn't noticed that
Played second fiddle to the bottle for a little too long (no)
And I ain't about to anymore""
Yeah
Well, the wagon I'm in is paper thin
I think one wheel's coming off
Hey sister sin with that grin, where you been?
So kind of you to help me off
Hanging here by a thread
Hear your voice inside my head
I lay beside you every night
And dread the day you might be gone
She said, ""In case you hadn't noticed that
Played second fiddle to the bottle for a little too long (no)
And I ain't about to anymore""
Fall from grace, kingdom come
Laying face down in the mud
Please don't hate, Lord don't judge
For I know not just what I've done
Fall from grace, kingdom come
Laying face down in the mud
Please don't hate, Lord don't judge
For I know not just what I've done
Laying face down in the mud
For I know not just what I've done
For I know not just what I've done
I lay beside you every night
And dread the day you might be gone
She said, ""In case you hadn't noticed that
Played second fiddle to the bottle for a little too long (no)
And I ain't about to anymore""
I lay beside you every night
And dread the day you might be gone
She said, ""In case you hadn't noticed that
Played second fiddle to the bottle for a little too long (no)
And I ain't about to anymore"""
Don’t Ever Let It End,"Don't let it end
Don't let it end
Don't ever, don't ever let it end
Well, I've got two tickets to the game
It'd be great if I could take you to it this Sunday
And I'll walk you home when the whole thing's done
If you're there, I don't even care which team won
We can stop at the coffee shop
And make fun of the cops in the parking lot
We can laugh as we both pretend
That we're not in love and that we're just good friends
Well, I'm tired of pretending
But I'm terrified of it ending
I know if not for you, there's nothing I could do to ever let it end
And you know I feel the same way
'Cause I told you drunk on my birthday
And as you pulled to me
You whispered in my ear, ""Don't ever let it end""
Don't let it end
Don't let it end
Don't ever, don't ever let it end
Saturday, I'm gonna take her out
Cause her favorite band is going to play downtown
Gonna sing the song we've all heard of
About those two young friends that should've fell in love
Later on, we'll cut through the park
And she can hold my hand, 'cause she hates the dark
And we can laugh as we both pretend
That we're not in love and that we're just good friends
Well, I'm tired of pretending
But I'm terrified of it ending
I know if not for you, there's nothing I could do to ever let it end
And you know I feel the same way
'Cause I told you drunk on my birthday
And as you pulled to me
You whispered in my ear, ""Don't ever let it end""
Don't let it end (Please promise me that this won't end)
Don't let it end
Don't ever, don't ever let it end
The greatest times we ever had
It's crazy now just looking back, we can laugh
You never know where life's gonna go
'Cause we're the only ones who'll ever know
About Sunday night, just her and I
Sitting side by side in the full moonlight
I pulled her close, just to hold her tight
And the both of us could tell it just felt right
She looked at me in the sweetest way
Like she could tell what the hell I was about to say
Must've took a while just to find the words
'Cause she cut me off and finally said it first
Well, I'm tired of pretending
But I'm terrified of it ending
I know if not for you, there's nothing I could do to ever let it end
And you know I feel the same way
'Cause I told you drunk on my birthday
And as you pulled to me
You whispered in my ear, ""Don't ever let it end""
Don't let it end (Please promise me that this won't end)
Don't let it end
Don't ever let it end
Don't let it end (Please promise me that this won't end)
Don't let it end
Don't ever let it end
Don't let it end
Don't let it end
Don't ever let it end"
Throw Yourself Away,"Baby's born on a bathroom floor
Her mother prays that it'll never cry
But nothing's wrong, you've got your prom dress on
When they ask you'll say ""It isn't mine""
You know they're gonna know you lied
Why the hell don't you throw yourself away?
You know they're gonna burn it down
Wash my hands of this
You notice how God ain't even helping you out
Wash my hands of this
You notice how God ain't even helping you
Why the hell don't you throw yourself away?
You know they're gonna burn it down
So keep the way you're feeling anonymous
And hide it all until the day you die
Your secret's safe, at least you thought it was
You can only keep it for a little while
And now you're terrified
Why the hell don't you throw yourself away?
You know they're gonna burn it down
Wash my hands of this
You notice how God ain't even helping you out
Wash my hands of this
You notice how God ain't even helping you
Why the hell don't you throw yourself away?
You know they're gonna burn it down
Baby's born on a bathroom floor
Her mother prays that it'll never cry
But nothing's wrong, you've got your prom dress on
When they ask you'll say ""It isn't mine""
Damn you for thinking we would never know
And damn you for thinking we would never mind
Only reason that you made it this far
You never asked him, but you never tried
Why the hell don't you throw yourself away?
Why the hell don't you throw yourself away?
You know they're gonna burn it down
Wash my hands of this
You notice how God ain't even helping you out
Wash my hands of this
You notice how God ain't even helping you
Wash my hands of this
You notice how God ain't even helping you
Wash my hands of this
You notice how god ain't even helping you
Why the hell don't you throw yourself away?
You know they're gonna burn it down"
Just Four,"I want to take his eyes out
Just for looking at you
Yes, I do
I want to take his hands off
Just for touching you
Yes, I do
And I want to rip his heart out
Just for hurting you
And I want to break his mind down
Yes, I do
And I want to make him
Regret life since the day he met you
Yes, I do
And I want to make him
Take back all that he took from you
Yes, I do
And I want to rip his heart out
Just for hurting you
And I want to break his mind down
Yes, I do
Yes, I do
Yes, I do
And I want to rip his heart out
Just for hurting you
And I want to break his mind down
Yes, I do
Yes, I do
Yes, I do
Yes, I do"
Everything I Wanna Do,"She's got a dirty mouth
Tastes so clean with every taste of me
You know that every single thing she does
Does for me, because it's what I'm dreaming of
And she likes to take her time
More than fortunate, form of torture
And she likes to touch and tease
It's always fun for me, it's always unbelievable
You and me, sitting in a tree
F-U-C-K-I-N-G
She'll do any naughty thing I want
My baby, she's up for anything I wanna do
She's a giver and it gets her off
My baby, she's up for anything I wanna do
If it was on TV, or ever in a magazine
She could take a fantasy and make it a reality
She delivers every dirty thought
My baby, she's into everything I wanna do
And she knows every spot
Exactly where it's at, and she could draw a map
I tell you, her tongue is like a weapon
And she's always threatening to be the death of me
You and me, sitting in a tree
F-U-C-K-I-N-G
She'll do any naughty thing I want
My baby, she's up for anything I wanna do
She's a giver and it gets her off
My baby, she's up for anything I wanna do
If it was on TV, or ever in a magazine
She could take a fantasy and make it a reality
She delivers every dirty thought
My baby, she's into everything I wanna do
So, what you wanna do?
So, what you wanna do?
Let me repay the favor with your favorite thing you love to do
So, what you wanna do?
So, what you wanna do?
About to take it up a notch, so watch what I'm about to do
You and me, sitting in a tree
F-U-C-K-I-N-G
She'll do any naughty thing I want
My baby, she's up for anything I wanna do
She's a giver and it gets her off
My baby, she's up for anything I wanna do
If it was on TV, or ever in a magazine
She could take a fantasy and make it a reality
She delivers every dirty thought
My baby, she's into everything I wanna do
Everything you want, anything at all, everything you want
Everything I wanna do
Everything you want, anything at all, everything you want
Everything I wanna do"
Holding on to Heaven,"And if forever never comes then I
And if forever never comes then I
And if forever never comes then I
I'll hold on and hold on
I keep listening to my chest
For a beat, but there's nothing left
It's been a week since I’ve seen you
And I still can’t believe it
'Cause I'm dying inside, alone
And every day we gotta be apart
I'm like a baby with a broken heart
But the second that I see you
You will know how much I need you
'Cause I'll never be letting you go
(Now you know I)
I'm lost without you
And there's nothing I can do
You're the one I can't go without
If I ain't holding on to you then I'll be holding out forever
I've got you now and
I'm not letting go of you
Never be together long enough
'Cause every moment I’m with you
It's like I'm holding on to heaven
And if forever never comes then I
And if forever never comes then I
And if forever never comes then I
I'll hold on, and hold on
And if I could write a symphony
Then baby, you would be my melody
And you would flow like a river
Slowly going on forever
Like a feather that’s blowing away
Like everyone that needs a fairy tale
Like every mother's love that never fails
Like every game that needs a player
Every sinner needs a savior
I'm the villain you're willing to save
(Now you know why)
I'm lost without you
And there's nothing I can do
You're the one I can't go without
If I ain't holding on to you then I'll be holding out forever
I've got you now and
I'm not letting go of you
Never be together long enough
'Cause every moment I'm with you
It's like I'm holding on to heaven
And I'm willing to wait
(Willing to wait)
Just to see you another day
What I'm waiting for will wash this pain away
And it's never too late (Never too late)
And if forever never comes then I
And if forever never comes then I
And if forever never comes then I
I'll hold on and hold on
Now you know why
I'm lost without you
And there’s nothing I can do
You're the one I can't go without
If I ain't holding on to you then I'll be holding out forever
I've got you now and
I'm not letting go of you
Never be together long enough
'Cause every moment I’m with you
It's like I'm holding on to heaven
And if forever never comes then I
And if forever never comes then I
(Now you know I)
And if forever never comes then I
'Cause every moment I’m with you
It's like I'm holding on to heaven
And if forever never comes then I
And if forever never comes then I
(Now you know I)
And if forever never comes then I
'Cause every moment I’m with you
It's like I'm holding on to heaven"
Should’ve Listened,"There's clothes all over the floor
I don't remember them being here before
Smell of perfume isn't here
Why's lipstick on the mirror?
And still I don't understand
No pictures left in the hall
There's three new holes in my wall
Where the hell's my credit cards? Why's my wallet in the yard?
And still I don't understand
Well, now I guess I should've listened
When you said you'd had enough
A little trick I picked up from my father
In one ear and out the other, why's love gotta be so tough?
Should see the look on my face
My shit's all over the place
Why's this happening to me? Why'd you take both sets of keys?
And still I don't understand
Well, now I guess I should've listened
When you said you'd had enough
A little trick I picked up from my father
In one ear and out the other, why's love gotta be so tough?
Oh, now I guess I should've listened
There's clothes all over the floor
I don't remember them being here before
There are no candles in here, lipstick on my mirror
And still I don't understand
Oh, now I guess I should've listened
When you said you'd had enough
A little trick I picked up from my father
In one ear and out the other, why must life be so tough?
Oh, well now I guess I should've listened
When you said you'd had enough
A little trick I picked up from my father
In one ear and out the other, why's love gotta be so tough?"
The Hammer’s Coming Down,"Where will you be when the sky comes down?
And what would you do if the strength was found?
Stay right beside me when the ground starts shaking
The only sound you'll hear is the breath we're taking
If there is one thing I can promise you
We'll see the light again
This is the calm before the coming storm
This is the red sky morning
Without warning now
This is the fight that we've been waiting for
And there's no sense in running
The hammer's coming down (down)
The hammer's coming down (down)
The hammer's coming
Once it's started, there's no turning back
But I'll be with you when the sun turns black
'Cause finding faith will always be the hardest
While you're standing in the heart of darkness
If there is one thing I can promise you
We'll see the light again
This is the calm before the coming storm
This is the red sky morning
Without warning now
This is the fight that we've been waiting for
And there's no sense in running
The hammer's coming down (down)
The hammer's coming down (down)
The hammer's coming
Holding on
We'll make it till the dawn
It'll be here before long
Holding on
If we can find the light, we can make our way back home
Holding on
We'll make it till the dawn
It'll be here before long
Holding on
If we can find the light, we'll find the light, come on
Holding on
We'll make it till the dawn, it'll be here before long
Holding on
If we can find the light, we can make our way back home
Hold on
We'll make it till the dawn
It'll be here before long
Holding on
If we can find the light, we'll find the light, come on
(If we can find the light)
This is the calm before the coming storm
(If we can find the light)
This is the fight that we've been waiting for
Hold on
We'll make it till the dawn
It'll be here before long
Holding on
If we can find the light
We'll find the light, come on"
Good Times Gone,"Lost it on the chesterfield
Or maybe on a gambling wheel
Lost it in a diamond mine
It's dark as hell and hard to find
You can climb to the top of the highest tree
You can look around, but you still won't see
What I'm looking for
Where the good times gone?
Where the good times gone?
All the stupid fun
And all that shit we've done
Where the good times gone?
Well, I still don't know
Out in the back in the old corn field
Underneath the tractor wheel
Thought I'd dig, till I'd found it first
Broke my back and died of thirst
You can bribe the devil, you can pray to God
You can sell off everything you got
And you still won't know
Where the good times gone?
Where the good times gone?
All the stupid fun
And all that shit we've done
Where the good times gone?
Well, I still don't know
Saw it on the silver screen
Preacher says, ""Don't know what it means""
Last page ad in a comic book
Bought me a map, showed me where to look
It ain't carved of stone or made of wood
And if you paid for it, then it ain't no good
And you still won't know
What I'm looking for
Oh, where the good times gone?
Where the good times gone?
All the stupid fun
And all that shit we've done
Where the good times gone?
Oh yeah"
Hollywood,"Please don't be too long while you're gone
There ain't enough to keep me here too long
Not like the last time I stood in line
Just enough to keep me bouncing off the walls, yeah
The new day, the new tray that comes around
Pills and all, enough to kill him while he sleeps
Is this the alley we drag him to?
Just off of Hollywood and Normandie
If it worked like she said it would
Just like living in Hollywood
Just like a bad dream, or so it seems
Just like I'm back in emergency
If it worked like she said it would
Just like living in Hollywood
Just like a bad dream, or so it seems
Just like I'm back in emergency
Please don't be too long while you're gone
There ain't enough to keep me here too long
Not like the last time I stood in line
Just enough to keep me bouncing off the walls
If it worked like she said it would
Just like living in Hollywood
Just like a bad dream, or so it seems
Just like I'm back in emergency
If it worked like she said it would
Just like living in Hollywood
Just like a bad dream, or so it seems
Just like I'm back in emergency"
Make Me Believe Again,"Before this hits the ground
Before this fades away
I wanna let it out
And I don't wanna wait
So don't you let me down
And don't you hesitate
Before I turn around
Before I walk away
I want you to make me, make me, make me...
Make me believe again
In some kind of faith
Help me to see again
Before it's too late
'Cause forever is never that far away
Make me believe again
Make me believe again
I can't pretend
Make me believe again
I can't pretend
Make me believe again
Believe again
If you could take the dirt
And wash it all away
If you could say the words
That make me wanna stay
Just tell me there's a chance
To hell with all the blame
If you could take my hand
If you could lead the way
I want you to make me, make me, make me...
Make me believe again
In some kind of faith
Help me to see again
Before it's too late
'Cause forever is never that far away
Make me believe again
Make me believe again
I can't pretend
Make me believe again
I can't pretend
Make me believe again
Make me believe again
In some kind of faith
Help me to see again
Before it's too late
'Cause forever is never that far away
Make me believe again
Make me believe again
I can't pretend
Make me believe again
I can't pretend
Make me believe again
I can't pretend
Make me believe again
I can't pretend
Make me believe again"
We Will Rock You,"Buddy, you're a boy make a big noise
Playin' in the street gonna be a big man some day
You got mud on yo' face
You big disgrace
Kickin' your can all over the place
Singin
We will we will rock you ha ha
We will we will rock you
Buddy you're a young man hard man
Shoutin' in the street gonna take on the world some day
You got blood on yo' face
You big disgrace
Wavin' your banner all over the place
Singin'
We will we will rock you
We will we will rock you
Buddy you're an old man poor man
Pleadin' with your eyes gonna make you some peace some day
You got mud on your face
You big disgrace
Somebody better put you back into your place
Singin
We will we will rock you
We will we will rock you"
Unredeemable (Redeemable Version),"(Unredeemable)
(Unredeemable)
Every moment taking all that I could take
Never stopped to watch destruction in the wake
With all the bridges burned and wounds I didn't mend
The worth I thought I'd earned was worthless in the end
And still I try
To make amends 'til the end of time
Or am I
Unredeemable
Can I be a man who breaks
From a lifetime of mistakes? Oh
Can my worst be left behind?
And do I deserve to find
A kind of love that I can lean on every day?
Or will my soul forever stay
Unredeemable
Unredeemable
(Unredeemable)
Years of sweat and tears to overcompensate
Banking every deed needed to accumulate
Haunted by someone I'm trying to replace
Repenting for a past I wish I could erase
And still I try
To make amends 'til the end of time
Or am I
Unredeemable
Can I be a man who breaks
From a lifetime of mistakes? Oh
Can my worst be left behind?
And do I deserve to find
A kind of love that I can lean on every day?
Or will my soul forever stay
Unredeemable
Unredeemable
Is it fortune?
Is it fate?
To fix this life
Is there time or a little bit too late?
Am I worthy to lift this weight?
I've got to try
Or am I
Unredeemable
Can I be a man who breaks?
From a lifetime of mistakes? Oh
Can my worst be left behind?
And do I deserve to find
A kind of love that I can lean on every day?
Or will my soul forever stay
Unredeemable
Unredeemable
Unredeemable
Unredeemable
(Unredeemable)"
Hangnail,"My hopes just fell, and I can't see
The reason why, why there is blood on my sleeve
And all this time, I thought it mine
But it's not, it's yours and
It's not worth it for me, gets harder every time call you
This life you lead, like us living in a shiny ballroom
Next time you bleed, right about this time tomorrow
Next time you steal, better ask before you borrow
And I don't see too well, don't sing too well
And so I settle to scream
Just grab your shit, and leave with it
They won't make no statues of you
It's not worth it for me, gets harder every time call you
This life you lead, like us living in a shiny ballroom
Next time you bleed, right about this time tomorrow
Next time you steal, better ask before you borrow
This label thief, find a better title suited for you
This tidal wave, is coming down upon you
This time I've forgotten
I swear this shit was rotten
This time, I believe it
'Cause I've seen the shit you're needing
It's not worth it for me, gets harder every time call you
This life you lead, like us living in a shiny ballroom
Next time you bleed, right about this time tomorrow
Next time you steal, better ask before you borrow
This label ""thief"", find a better title suited for you
This tidal wave, is coming down upon you"
